term_code,course_id,subject,course_num,instr_method,faculty_id
Fall 2021,8412ebf0,Eel Catching,001A,Online Asynchronous,b8f1185f
Fall 2021,9662000e,Apple Picking,014,Online Asynchronous,bfbd13fa
Fall 2021,8b78f7f3,Eel Catching,099X,Online Asynchronous,b8f1185f
Fall 2021,b36ed35d,Eel Catching,001A,Online Synchronous,3d55b6a3
Fall 2021,8419782a,Eel Catching,001B,In-Person,b799d602
Fall 2021,19cd8513,Apple Picking,095,Online Asynchronous,f7986b78
Fall 2021,ca4033b7,Eel Catching,001A,Online Synchronous,d19592b6
Fall 2021,9720c0b0,Eel Catching,001B,Online Synchronous,afb3629d
Fall 2021,1af566c4,Eel Catching,001A,Online Synchronous,afb3629d
Fall 2021,254ef9b2,Eel Catching,001A,Online Synchronous,b2e13a0c
Fall 2021,0c034aca,Eel Catching,001A,Online Asynchronous,76ccc3a2
Fall 2021,27301841,Eel Catching,001A,Online Asynchronous,b8f1185f
Fall 2021,d6289a49,Eel Catching,001A,Online Asynchronous,91de6e7e
Fall 2021,042e1956,Eel Catching,001A,Online Asynchronous,91de6e7e
Fall 2021,c0359647,Eel Catching,001C,Online Asynchronous,3d9863ef
Fall 2021,d815c569,Eel Catching,001A,Online Asynchronous,0e343a50
Fall 2021,a58a0518,Eel Catching,001B,Online Asynchronous,c441dc3b
Fall 2021,9174a644,Eel Catching,001B,Online Asynchronous,d19592b6
Fall 2021,7c70f34c,Eel Catching,001B,Online Asynchronous,7c62ee9a
Fall 2021,9ec8eaa3,Eel Catching,001B,Online Asynchronous,7c62ee9a
Fall 2021,6829b4c2,Eel Catching,001A,Online Asynchronous,b8f1185f
Fall 2021,bf4a4e06,Eel Catching,001A,Online Asynchronous,7c62ee9a
Fall 2021,331eae9e,Eel Catching,001A,Online Asynchronous,b5e59e1c
Fall 2021,78d2bc45,Eel Catching,001C,Online Asynchronous,3d9863ef
Fall 2021,17755f39,Eel Catching,001B,Online Synchronous,ddc786c8
Fall 2021,c12f5403,Apple Picking,031A,Online Asynchronous,49f20f01
Fall 2021,d3b30537,Apple Picking,031A,In-Person,cc2edd0e
Fall 2021,7a20bf6b,Apple Picking,031A,In-Person,686c99e1
Fall 2021,f0c9452b,Apple Picking,031A,Online Asynchronous,647b620c
Fall 2021,e68fdbac,Apple Picking,031B,Online Asynchronous,05a52d22
Fall 2021,54a79340,Apple Picking,033A,In-Person,cc2edd0e
Fall 2021,9361d0dd,Apple Picking,049A,Online Asynchronous,49f20f01
Fall 2021,b9e74317,Apple Picking,049B,Online Asynchronous,49f20f01
Fall 2021,19f3d2e5,Apple Picking,049C,Online Asynchronous,49f20f01
Fall 2021,b3c3b41f,Apple Picking,055,Online Asynchronous,af87a468
Fall 2021,5cad6517,Apple Picking,057A,Online Asynchronous,8081c442
Fall 2021,f0048614,Apple Picking,057A,Online Asynchronous,8081c442
Fall 2021,2d43be09,Apple Picking,062A,Online Asynchronous,fb10dc9f
Fall 2021,602e454b,Apple Picking,062A,Online Asynchronous,fb10dc9f
Fall 2021,de191b8d,Apple Picking,062B,Online Asynchronous,fb10dc9f
Fall 2021,93afe466,Apple Picking,062C,Online Asynchronous,fb10dc9f
Fall 2021,a313bc87,Apple Picking,081,Online Asynchronous,838a6a88
Fall 2021,c08cf8fc,Apple Picking,081,In-Person,60a2c9bc
Fall 2021,9dcdb437,Apple Picking,033C,Online Synchronous,af87a468
Fall 2021,ce70c0d7,Apple Picking,033A,Online Asynchronous,af87a468
Fall 2021,7199a210,Apple Picking,065A,In-Person,838a6a88
Fall 2021,053baf3b,Apple Picking,065B,In-Person,3f68ace9
Fall 2021,b83c5a88,Apple Picking,067A,In-Person,958d363d
Fall 2021,1b7dfa83,Apple Picking,067A,In-Person,9e263630
Fall 2021,d8c31d62,Apple Picking,067B,In-Person,958d363d
Fall 2021,0ac56725,Apple Picking,035A,In-Person,cc2edd0e
Fall 2021,866ee257,Apple Picking,047A,In-Person,e7088737
Fall 2021,0edd03d1,Apple Picking,047B,In-Person,d5e2ebe1
Fall 2021,bfa6eef0,Apple Picking,047C,In-Person,d5e2ebe1
Fall 2021,1cbb6af3,Apple Picking,047D,In-Person,d5e2ebe1
Fall 2021,c18561a5,Apple Picking,049A,In-Person,e7088737
Fall 2021,b798bdce,Apple Picking,088A,In-Person,838a6a88
Fall 2021,9beae705,Eel Catching,018H,Online Asynchronous,1e36e8a1
Fall 2021,e0e44ded,Eel Catching,001B,Online Synchronous,0d9fb080
Fall 2021,39f60566,Apple Picking,001A,Online Asynchronous,bfbd13fa
Fall 2021,3c6e45c7,Apple Picking,001B,Online Asynchronous,bfbd13fa
Fall 2021,35a545fb,Mahjong Strategy,001,Online Asynchronous,dd8cc395
Fall 2021,df973434,Mahjong Strategy,004B,Online Asynchronous,16483b70
Fall 2021,653395d7,Mahjong Strategy,004A,Online Asynchronous,82735270
Fall 2021,5b8d654a,Eel Catching,001A,Online Asynchronous,b5e59e1c
Fall 2022,08c6dd2a,Crocheting,001,In-Person,d72fc7c3
Fall 2022,484d8489,Crocheting,008,Online Synchronous,d72fc7c3
Fall 2022,0a8088cc,Crocheting,001,Online Asynchronous,d72fc7c3
Fall 2022,736d701b,Crocheting,012,Online Asynchronous,028ed6ef
Fall 2022,aa941243,Apple Picking,001A,Online Asynchronous,bfbd13fa
Fall 2022,ef0005fd,Crocheting,012,Online Asynchronous,028ed6ef
Fall 2022,cdddc9bc,Apple Picking,001A,Online Asynchronous,bfbd13fa
Fall 2022,add0041f,Apple Picking,001A,Hyflex,647b620c
Fall 2022,4f7deb15,Apple Picking,001B,Hyflex,bfbd13fa
Fall 2022,b3ace626,Apple Picking,001B,Online Asynchronous,bfbd13fa
Fall 2022,1904e8d2,Apple Picking,001D,Hyflex,bfbd13fa
Fall 2022,ee326884,Apple Picking,001DH,Hyflex,bfbd13fa
Fall 2022,605f54aa,Apple Picking,001E,Hyflex,647b620c
Fall 2022,e8f9adfc,Apple Picking,004,Online Asynchronous,647b620c
Fall 2022,8264ccd5,Apple Picking,004,Online Asynchronous,647b620c
Fall 2022,5baee0ac,Apple Picking,010,Online Asynchronous,647b620c
Fall 2022,641a9226,Apple Picking,014,Online Asynchronous,bfbd13fa
Fall 2022,6236add7,Apple Picking,031A,Online Asynchronous,647b620c
Fall 2022,00b25147,Apple Picking,031A,Online Asynchronous,49f20f01
Fall 2022,69c36786,Apple Picking,031A,In-Person,cc2edd0e
Fall 2022,d6487446,Apple Picking,031B,In-Person,05a52d22
Fall 2022,6cf53a71,Apple Picking,033A,Online Asynchronous,af87a468
Fall 2022,20b0551f,Apple Picking,035A,In-Person,cc2edd0e
Fall 2022,b5ab44ef,Apple Picking,049A,Online Asynchronous,49f20f01
Fall 2022,fa7e676a,Apple Picking,055,Hybrid,af87a468
Fall 2022,731233a4,Apple Picking,065A,In-Person,958d363d
Fall 2022,84ab5159,Apple Picking,065B,In-Person,838a6a88
Fall 2022,f9ea5210,Apple Picking,065C,In-Person,838a6a88
Fall 2022,ef9871ab,Apple Picking,065D,In-Person,838a6a88
Fall 2022,18b03487,Apple Picking,067A,In-Person,3f68ace9
Fall 2022,b3c9effa,Apple Picking,067B,In-Person,dc5353b0
Fall 2022,27755b83,Apple Picking,081,In-Person,838a6a88
Fall 2022,009706c1,Apple Picking,088B,In-Person,838a6a88
Fall 2022,7bd8e0ce,Apple Picking,062A,In-Person,fb10dc9f
Fall 2022,4dfe3ca8,Apple Picking,062A,Online Asynchronous,fb10dc9f
Fall 2022,05ecbb74,Apple Picking,095,Online Asynchronous,f7986b78
Fall 2022,cb71756e,Apple Picking,012A,Online Asynchronous,bfbd13fa
Fall 2022,2f5bdac2,Crocheting,001,Hybrid,f2dfdec3
Fall 2022,993084a2,Crocheting,008,In-Person,f2dfdec3
Fall 2022,be2df4ea,Crocheting,004,In-Person,f2dfdec3
Fall 2022,449f5874,Crocheting,001,Online Synchronous,f2dfdec3
Fall 2022,85784778,Crocheting,012,In-Person,509250c8
Fall 2022,d9119645,Crocheting,020,Hybrid,509250c8
Fall 2022,07c48b45,Crocheting,020,Hybrid,509250c8
Fall 2022,23de02dc,Crocheting,001,Online Synchronous,509250c8
Fall 2022,5fbbac0c,Crocheting,001,Online Synchronous,509250c8
Fall 2022,d60610aa,Crocheting,001,Hybrid,7fb7228a
Fall 2022,5b7194b6,Crocheting,001,Hyflex,7fb7228a
Fall 2022,c43dc911,Crocheting,001,Hyflex,7fb7228a
Fall 2022,15c9c20e,Crocheting,001,Online Synchronous,69348504
Fall 2022,2be66dc4,Eel Catching,001A,In-Person,ddc786c8
Fall 2022,f469413c,Crocheting,010,In-Person,419b60ce
Fall 2022,ce2a4774,Crocheting,001,In-Person,419b60ce
Fall 2022,17f6e49f,Crocheting,010,Online Synchronous,32bac75b
Fall 2022,498952c7,Crocheting,001,In-Person,d766b048
Fall 2022,ffc0160e,Crocheting,001,Online Asynchronous,7e7ccb40
Fall 2022,e72dd6c2,Crocheting,001,Online Synchronous,72389931
Fall 2022,e818b329,Crocheting,001,Online Synchronous,72389931
Fall 2022,b84dbbc8,Mahjong Strategy,000D,In-Person,c42dacfd
Fall 2022,b3b4261f,Mahjong Strategy,000D,In-Person,7c82b00c
Fall 2022,0dbe1ef3,Mahjong Strategy,000D,Online Synchronous,4bdd8e88
Fall 2022,536a3d24,Mahjong Strategy,000G,Online Synchronous,82735270
Fall 2022,e73beb4a,Mahjong Strategy,001,In-Person,30f54ddd
Fall 2022,a3a83aa3,Mahjong Strategy,001,In-Person,30daba30
Fall 2022,f0b4c3e1,Mahjong Strategy,001,Online Synchronous,75391c8d
Fall 2022,3f65edeb,Mahjong Strategy,001,Online Synchronous,74bd7ee3
Fall 2022,2fa61095,Mahjong Strategy,001,Online Synchronous,82005d92
Fall 2022,4f84e073,Mahjong Strategy,001,In-Person,b72d0bb9
Fall 2022,69637edb,Mahjong Strategy,001,Online Asynchronous,74bd7ee3
Fall 2022,8e881c5e,Mahjong Strategy,001C,In-Person,b72d0bb9
Fall 2022,454cd81a,Mahjong Strategy,002,Online Synchronous,1fa38796
Fall 2022,79105857,Mahjong Strategy,002,In-Person,1f08d8f0
Fall 2022,31fc8b27,Mahjong Strategy,002,Online Synchronous,045a390a
Fall 2022,4a889971,Mahjong Strategy,003A,In-Person,5004ca71
Fall 2022,d57a6a7a,Mahjong Strategy,003A,Hybrid,1fa38796
Fall 2022,0e14114a,Mahjong Strategy,003A,In-Person,8bb57dea
Fall 2022,26d563d3,Mahjong Strategy,003A,Online Synchronous,7c82b00c
Fall 2022,b1afa926,Mahjong Strategy,003A,Online Synchronous,bb383f76
Fall 2022,a7b31b65,Mahjong Strategy,003A,Online Synchronous,30ec5198
Fall 2022,b96f3e77,Mahjong Strategy,003B,In-Person,4d07d7e3
Fall 2022,020db758,Mahjong Strategy,003B,In-Person,77454894
Fall 2022,afc63d36,Mahjong Strategy,003B,Online Synchronous,1f08d8f0
Fall 2022,45035c99,Mahjong Strategy,003B,Online Synchronous,43e0ed7d
Fall 2022,34e0b051,Mahjong Strategy,004A,In-Person,2e64caf3
Fall 2022,9e95fa0d,Mahjong Strategy,004A,In-Person,4d07d7e3
Fall 2022,fc559298,Mahjong Strategy,004A,Online Synchronous,30f54ddd
Fall 2022,127f650e,Mahjong Strategy,004A,Online Synchronous,43e0ed7d
Fall 2022,e4b12113,Mahjong Strategy,004A,In-Person,77454894
Fall 2022,807eb882,Mahjong Strategy,004A,Online Asynchronous,4393de6e
Fall 2022,05da0b41,Mahjong Strategy,004B,In-Person,045a390a
Fall 2022,8a430f8f,Mahjong Strategy,004B,Online Asynchronous,16483b70
Fall 2022,8b03617e,Mahjong Strategy,004C,In-Person,5004ca71
Fall 2022,7792dccd,Mahjong Strategy,004C,Online Asynchronous,16483b70
Fall 2022,e80f93d7,Mahjong Strategy,010,Hybrid,bb383f76
Fall 2022,0388fd17,Mahjong Strategy,010,In-Person,8bb57dea
Fall 2022,6929aa14,Mahjong Strategy,010,In-Person,75391c8d
Fall 2022,29aab4cd,Mahjong Strategy,010,In-Person,56306ff5
Fall 2022,36c21c7a,Mahjong Strategy,010,In-Person,36c4c411
Fall 2022,2bf42456,Mahjong Strategy,010,In-Person,c42dacfd
Fall 2022,da86a24e,Mahjong Strategy,010,In-Person,3b62d036
Fall 2022,71160769,Mahjong Strategy,010,Online Synchronous,bb383f76
Fall 2022,e3fa9179,Mahjong Strategy,010,Online Synchronous,dea94920
Fall 2022,ad3ff871,Eel Catching,001B,In-Person,b799d602
Fall 2022,050af281,Mahjong Strategy,010,Online Synchronous,dea94920
Fall 2022,9c225087,Mahjong Strategy,010,Online Synchronous,dea94920
Fall 2022,2d9532ab,Mahjong Strategy,010,Online Synchronous,dea94920
Fall 2022,a407cc82,Mahjong Strategy,010,Online Synchronous,3b62d036
Fall 2022,d9ceeb0a,Mahjong Strategy,010,Hybrid,3b62d036
Fall 2022,685ad0f2,Mahjong Strategy,010,Online Synchronous,1fa38796
Fall 2022,52884970,Mahjong Strategy,010,In-Person,2e64caf3
Fall 2022,1b9496b9,Mahjong Strategy,010,Online Asynchronous,bda7d186
Fall 2022,0658e45d,Mahjong Strategy,010,Online Asynchronous,dd8cc395
Fall 2022,1344a34c,Mahjong Strategy,010,Online Asynchronous,4393de6e
Fall 2022,5d193a06,Mahjong Strategy,010,Online Asynchronous,4393de6e
Fall 2022,eda83a54,Mahjong Strategy,010C,Online Synchronous,3b62d036
Fall 2022,c5398bfa,Mahjong Strategy,010C,Online Synchronous,1fa38796
Fall 2022,10bb2784,Mahjong Strategy,010C,In-Person,2e64caf3
Fall 2022,100017b4,Mahjong Strategy,012,In-Person,29a47fbe
Fall 2022,fcf971d2,Mahjong Strategy,012,Online Synchronous,30ec5198
Fall 2022,c4adf3da,Mahjong Strategy,012,In-Person,2e64caf3
Fall 2022,aacc19c8,Mahjong Strategy,012,Online Asynchronous,30ec5198
Fall 2022,60bdea5d,Mahjong Strategy,012,Online Asynchronous,7c82b00c
Fall 2022,efd7a55f,Mahjong Strategy,012C,In-Person,2e64caf3
Fall 2022,617b4d1c,Mahjong Strategy,014,In-Person,b72d0bb9
Fall 2022,6aa94acc,Mahjong Strategy,019,Online Synchronous,7c82b00c
Fall 2022,b595c389,Eel Catching,001A,In-Person,b5e59e1c
Fall 2022,c83a4093,Eel Catching,099X,In-Person,3d55b6a3
Fall 2022,62f3c5d9,Eel Catching,001A,In-Person,b799d602
Fall 2022,1aad637a,Eel Catching,001A,In-Person,76ccc3a2
Fall 2022,8cd82d77,Eel Catching,001A,In-Person,c6c1d748
Fall 2022,5f6c0591,Eel Catching,001A,In-Person,3d55b6a3
Fall 2022,78407003,Eel Catching,001A,Online Synchronous,0e343a50
